"age","gender","ahe","yrseduc"
30,"female",20.67307663,13
30,"male",8.136095047,12
30,"male",9.615385056,12
29,"male",13.46153831,12
30,"male",9.134614944,12
29,"male",7.211538315,13
29,"female",4.326922894,13
29,"female",18.75,16
29,"female",16.02564049,14
29,"male",11.53846169,16
29,"male",21.12980843,16
29,"male",27.40384674,16
29,"female",8.603239059,16
29,"male",14.87451935,10
29,"male",15.38461494,16
30,"female",4.307692528,6
29,"female",14.90384579,16
29,"female",10.25,12
30,"female",17.78846169,13
29,"female",26.55677605,16
29,"male",48.07692337,16
29,"male",25.96153831,14
29,"female",20.19230843,16
29,"male",12.96958828,12
29,"male",24.35897446,13
29,"male",9.615385056,6
29,"male",10,12
29,"female",9.615385056,12
30,"male",19.6078434,18
29,"female",10.57692337,13
30,"male",10.05917168,16
29,"female",20.83333397,13
29,"female",12.82051277,16
30,"male",20.19230843,16
29,"female",11.53846169,13
29,"male",12.35294151,13
29,"female",6.258503437,13
29,"male",8.192788124,12
29,"male",14.04134655,12
29,"female",21.04957199,16
29,"male",10.2564106,12
30,"female",19.4285717,16
29,"male",16.72240829,18
29,"male",15.46822739,18
29,"male",15.97633171,12
29,"male",10.03846169,12
29,"female",16.34615326,12
29,"male",20.19230843,14
29,"male",11.73076916,16
29,"female",14.42307663,13
30,"male",9.615385056,12
29,"female",7.5,8
30,"male",16.34615326,6
30,"male",20.67307663,12
29,"female",16.82692337,14
29,"male",11.53846169,16
29,"male",16.82692337,12
30,"male",15.27153873,12
29,"male",17.1875,12
29,"female",28.84615326,16
29,"female",8.653845787,11
29,"male",10.41666698,9
29,"female",12.5,12
29,"male",22.11538506,14
29,"female",29.58579826,13
30,"male",9.615385056,12
29,"female",9.558823586,16
30,"female",3.058823586,11
30,"male",9.759230614,13
30,"male",6.730769157,12
30,"female",12.01923084,12
30,"male",10.98901081,12
29,"female",14.90384579,12
30,"male",10.09615421,10
29,"female",13.94230747,12
29,"male",11.90476227,13
29,"male",9.615385056,12
30,"male",26.34615326,18
29,"male",7.692307472,12
29,"female",2.884615421,13
30,"female",4.199999809,13
30,"female",11.53846169,13
30,"male",6.557692528,12
30,"female",17.30769157,18
30,"female",10.57692337,13
29,"female",9.134614944,13
30,"female",14.42307663,16
30,"male",15.10988998,14
29,"male",15.73426533,12
30,"male",8.190883636,16
29,"male",8.653845787,12
30,"female",10.98901081,12
29,"male",18,16
30,"male",7.8125,13
30,"male",20,16
30,"male",43.26922989,16
30,"female",19.23077011,16
30,"female",14.9572649,12
30,"male",15.38461494,12
29,"male",14.42307663,16
30,"female",5.494505405,11
30,"male",14.14027119,11
29,"male",10.71428585,14
29,"male",25.32051277,16
29,"female",6.009615421,12
29,"male",9.134614944,12
30,"female",20.29914474,14
30,"male",15.38461494,13
29,"male",19.58041954,13
29,"male",14.51923084,13
29,"female",45.67307663,16
29,"male",38.46154022,18
30,"female",20.40816307,13
30,"male",9.615385056,18
29,"female",21.97802162,16
29,"female",8.603239059,13
30,"male",12.01923084,12
30,"female",13.46153831,16
30,"male",26.44230843,16
29,"male",8.241758347,10
30,"female",9.615385056,12
29,"female",11.53846169,14
30,"male",14.42307663,16
30,"male",31.25,16
30,"female",31.25,16
29,"male",28.5714283,16
30,"male",21.63461494,12
30,"male",31.25,16
29,"male",24.51922989,18
29,"male",11.05769253,12
29,"male",12.98076916,16
30,"male",20.19230843,13
30,"male",8.17307663,16
29,"male",14.90384579,12
29,"female",22.11538506,12
29,"male",10.43956089,13
30,"female",13.125,16
29,"male",8.846154213,8
30,"male",11.05769253,16
29,"male",26.92307663,16
30,"female",17.30769157,16
30,"female",6.75,12
29,"female",13.46153831,12
29,"male",31.25,13
29,"female",21.63461494,13
30,"female",15.91346169,13
30,"male",16.92307663,13
29,"female",26.04166603,13
29,"female",7.5,12
30,"female",19.23077011,13
29,"male",18.26922989,13
30,"female",16.70040512,16
30,"male",11.27450943,12
30,"male",21.97802162,12
29,"male",10.76923084,16
30,"male",15.38461494,12
29,"male",14.42307663,13
29,"female",16.34615326,14
30,"male",27.77777863,14
29,"female",13.46153831,13
30,"male",32.05128098,16
30,"male",11.05769253,12
30,"male",26.44230843,12
29,"female",16.34615326,16
29,"male",50.90909195,16
30,"male",13.24786282,12
29,"male",10.2564106,13
29,"male",20.19230843,12
29,"male",19.23077011,18
29,"female",19.23077011,18
30,"male",10.57692337,12
30,"male",23.07692337,16
29,"male",20.5128212,16
30,"male",6.783216953,18
30,"female",28.84615326,18
30,"female",24.03846169,13
30,"female",24.66666603,18
30,"female",16.58653831,18
29,"male",12.01923084,12
29,"male",17.52136803,16
30,"female",15.38461494,13
29,"male",23.07692337,16
29,"female",7.371794701,13
30,"female",5.341880322,16
29,"male",17.19567299,12
30,"male",30.76922989,16
30,"male",19.23077011,18
30,"female",11.07692337,13
29,"male",16.82692337,12
30,"male",13.73626328,13
30,"male",16.02564049,13
29,"female",19.23077011,13
30,"female",13.22115421,14
30,"female",22.95192337,16
29,"male",20,13
30,"male",15,12
29,"male",13.46153831,12
30,"female",12.98076916,13
30,"female",26.44230843,16
29,"female",9.615385056,13
30,"male",19.23077011,10
30,"male",16.23931694,16
30,"male",9.615385056,11
29,"male",34.61538315,18
30,"male",28.84615326,16
30,"female",16.82692337,16
29,"male",23.50427437,16
29,"male",24.03846169,18
29,"male",16.65103149,12
30,"male",16.82692337,13
29,"male",15.38461494,18
29,"male",19.23077011,14
30,"male",16.43356705,16
30,"female",8.17307663,14
30,"female",21.75,16
29,"female",13.46153831,14
30,"female",42.30769348,14
30,"female",3.605769157,13
29,"male",16.82692337,16
29,"male",15.46153831,13
29,"male",13.65096188,12
29,"female",5.288461685,8
30,"female",14.42307663,12
30,"male",25,12
29,"female",40.86538315,16
30,"female",24.03846169,12
29,"male",22,13
30,"female",14.42307663,12
30,"female",2.747252703,9
29,"female",6.730769157,11
30,"female",10.1214571,12
29,"male",9.391771317,16
29,"female",6.923077106,12
30,"male",20.38461494,16
29,"male",24.03846169,13
29,"female",17.1875,14
30,"female",5.769230843,9
30,"female",8.288461685,6
29,"male",18.81270981,16
29,"male",10.30219746,13
30,"male",15,13
30,"male",14.42307663,8
29,"male",13.94230747,13
30,"male",33.65384674,14
30,"female",12.01923084,13
29,"female",22.22222137,16
30,"male",20.19230843,12
30,"female",9.615385056,16
29,"male",24.51922989,18
30,"male",14.42307663,12
30,"female",11.45833302,16
30,"female",15.625,14
30,"female",21.97802162,13
30,"female",10.6275301,16
29,"female",13.84615421,13
29,"female",14.42307663,13
29,"male",15.43269253,13
29,"female",19.23077011,18
30,"male",8.284023285,16
30,"male",10.81730747,12
30,"female",11.4285717,13
30,"male",9.245562553,12
30,"female",12.01923084,12
29,"male",22.11538506,9
30,"male",13.94230747,12
29,"female",7.211538315,13
30,"male",10.57692337,12
30,"male",14.42307663,9
29,"male",56.60416794,16
30,"male",19.23077011,13
30,"male",24.03846169,14
30,"female",17.69230843,14
29,"male",12.58741283,16
29,"male",21.36752129,12
30,"male",24.03846169,13
29,"male",18.02884674,12
29,"male",16.48351669,13
30,"male",10.68376064,16
29,"male",10,8
29,"female",18.26922989,13
30,"male",9.615385056,14
29,"male",22.99331093,18
29,"female",17.30769157,18
29,"male",26.92307663,13
30,"male",40.86538315,16
29,"male",25.51020432,12
30,"female",26.92307663,13
30,"male",22.59615326,12
30,"female",3.846153736,12
29,"male",33.65384674,14
30,"male",12.23776245,16
30,"male",12.98076916,12
30,"male",2.644230843,13
29,"male",12.30769253,12
30,"male",12.75,18
29,"male",16.82692337,16
30,"male",25,12
29,"male",16.82692337,16
30,"female",6.730769157,9
29,"male",22.11538506,16
29,"male",6.593406677,11
29,"male",19.23077011,13
29,"male",8.974358559,12
29,"female",11.10000038,13
29,"male",15.38461494,12
29,"female",12.5,16
29,"female",22.89377213,16
29,"female",17.12932777,16
30,"male",6.778846264,11
30,"male",25,16
29,"female",11.53846169,11
29,"female",12.5,13
30,"male",25.64102554,13
30,"female",11,12
30,"male",15.14423084,12
30,"female",18.75,12
30,"male",14.58333302,16
30,"male",7.211538315,13
30,"male",11.02564144,13
30,"female",11.53846169,14
30,"female",5.555555344,12
29,"male",10.02403831,11
29,"female",12.01923084,13
30,"female",10.91476059,12
29,"male",34.92063522,12
29,"male",13.94230747,14
30,"female",14.42307663,14
30,"female",8.947368622,12
29,"male",12.01923084,12
30,"female",11.53846169,16
30,"male",9.615385056,12
30,"male",16.66666603,12
30,"female",9.615385056,11
29,"male",11.53846169,12
30,"female",16.82692337,13
29,"male",13.46153831,13
29,"male",13.24786282,12
29,"male",12.01923084,13
30,"male",16.20370293,11
29,"female",7.5,14
30,"male",19.23077011,14
29,"male",8.653845787,8
29,"male",12.82051277,14
30,"female",8.17307663,16
30,"female",14.9572649,14
30,"male",20.19230843,14
29,"female",19.23077011,18
30,"female",15.625,13
30,"male",17.15686226,12
29,"male",16.82692337,12
30,"male",21.97802162,16
30,"female",17.54807663,16
30,"female",10,16
29,"male",20,16
30,"male",14.9572649,16
30,"male",39.0625,12
29,"female",12.01923084,13
30,"female",15.38461494,16
29,"male",17.94871712,16
30,"male",34.61538315,12
29,"male",16.34615326,10
30,"female",23.07692337,18
30,"female",8.814102173,13
30,"male",14.42307663,18
30,"female",15.29720306,12
29,"male",13.46153831,16
30,"male",14.42307663,12
30,"male",14.42307663,12
29,"male",10.09615421,12
29,"male",13.70192337,16
29,"male",31.25,12
29,"male",13.2867136,13
30,"male",40.86538315,16
30,"male",38.46154022,16
29,"male",16.82692337,13
30,"male",11.53846169,12
30,"male",19.23077011,16
29,"male",12.82051277,16
30,"male",41.95804214,16
30,"male",10,12
29,"female",11.89903831,16
30,"male",21.97802162,16
29,"female",5.208333492,11
29,"male",20.19230843,12
30,"male",17.320261,12
30,"male",74.5192337,16
30,"male",13.98601437,13
29,"female",24.03846169,13
30,"female",9.615385056,8
29,"male",17.30769157,13
29,"female",19.23077011,16
30,"male",42.30769348,13
29,"female",10.57692337,13
30,"male",19.6581192,16
30,"male",9.615385056,12
30,"male",12.01923084,13
30,"female",12.01923084,12
30,"male",7.272727489,12
29,"female",18.50961494,16
29,"male",7.211538315,12
29,"female",7.211538315,10
29,"female",23.07692337,12
30,"male",8.069231033,12
29,"male",11.83431911,16
30,"male",38.46154022,16
29,"male",17.7010498,12
30,"male",10.57692337,12
30,"female",13.94230747,13
30,"male",19.23077011,12
30,"female",24.03846169,16
30,"female",9.615385056,13
29,"female",17.98077011,18
29,"male",36.05769348,13
29,"female",33.78378296,18
29,"male",29.80769157,13
30,"female",12.63736248,13
29,"male",19.23077011,16
30,"female",9.134614944,12
29,"male",16.66666603,12
29,"male",35.09615326,12
30,"male",15.54828167,16
30,"male",19.23077011,13
30,"male",8.17307663,12
30,"female",9.230769157,13
29,"male",9.8039217,12
29,"male",24.03846169,16
29,"male",18.26922989,12
30,"female",16.82692337,18
30,"male",32.69230652,16
30,"male",36.05769348,13
29,"female",13,13
29,"male",12.5,14
30,"female",13.67521381,12
30,"male",8.17307663,12
30,"male",10.98901081,12
30,"male",9.615385056,12
30,"male",6.923077106,12
29,"male",15.96153831,14
29,"male",14.02243614,13
29,"male",13.73626328,12
30,"female",21.97802162,16
30,"male",25,16
30,"male",14.86013985,16
30,"male",12.98076916,13
30,"male",19.23077011,13
29,"female",25,13
29,"male",21.05999947,16
29,"male",4.166666508,16
29,"male",46.15384674,13
30,"male",28.84615326,12
29,"female",10.9375,12
30,"female",9.615385056,13
29,"male",86.53845978,13
29,"female",14.6875,16
30,"male",24.03846169,16
30,"female",14.42307663,12
30,"female",8.653845787,13
29,"female",28.36538506,18
30,"male",49.51922989,14
29,"male",55.28845978,18
29,"female",12.63736248,18
29,"male",11,12
29,"female",8.547008514,13
29,"female",21.36752129,16
29,"male",17.78846169,14
29,"female",19.23077011,12
29,"male",7.5,6
30,"female",11.29807663,16
29,"male",19.23077011,12
29,"male",13.94230747,13
29,"female",6.25,9
29,"female",8.653845787,12
30,"male",10.09615421,11
30,"female",14.58333302,11
29,"male",27.2435894,12
30,"female",14.42307663,12
29,"female",16.82692337,16
29,"male",47.11538315,18
29,"female",19.23077011,14
29,"male",13.02083302,12
29,"male",11.53846169,16
30,"male",9.615385056,12
29,"female",2.56410265,11
30,"male",13.6217947,13
30,"male",8.17307663,12
30,"male",19.23077011,14
30,"female",13.35470104,13
29,"male",20.0854702,16
29,"female",16.70040512,16
29,"male",24.03846169,13
30,"male",14.42307663,12
30,"female",15.38461494,16
29,"male",4.430769444,12
29,"female",13.07692337,13
30,"female",35.09615326,18
29,"male",17.94871712,16
29,"male",9.615385056,12
30,"female",12.74038506,18
30,"male",21.63461494,13
29,"female",11.53846169,14
30,"female",5.288461685,14
30,"male",34.61538315,12
30,"female",10.57692337,12
30,"male",29.58579826,13
30,"female",34.13461685,18
29,"male",27.47252655,12
30,"male",5.528846264,13
30,"male",12.08791256,12
29,"male",11.53846169,12
29,"female",16.82692337,13
29,"female",16.74679565,16
29,"female",19.23077011,16
30,"female",17.52136803,16
29,"female",6.730769157,12
29,"female",9.8039217,12
29,"female",12.69230747,13
29,"male",35.7142868,12
30,"female",15.86538506,16
29,"male",6.946153641,12
29,"male",46.15384674,18
29,"male",10.38461494,12
30,"male",8.653845787,12
29,"female",7.984615326,12
29,"male",9.615385056,12
29,"female",14.10256386,12
30,"male",8.653845787,13
29,"female",11.05769253,12
29,"male",23,14
30,"male",7.692307472,13
29,"female",25.64102554,18
29,"male",14.42307663,14
29,"female",33.65384674,16
29,"female",5.769230843,12
30,"female",21.63461494,12
30,"male",15.86538506,16
29,"male",19.23077011,16
30,"male",24.03846169,12
30,"male",13.46153831,8
29,"male",19.6078434,11
30,"male",25.24038506,13
29,"male",28.84615326,13
29,"female",20.19230843,16
29,"male",43.26922989,16
30,"female",16.94139099,16
30,"male",9.615385056,12
29,"female",14.42307663,16
29,"male",12.5,12
30,"male",17.48251724,18
29,"female",9.230769157,16
30,"male",14.52991486,14
30,"male",5.288461685,11
30,"male",16.82692337,13
29,"male",17.09401703,12
30,"male",11,9
30,"male",36.92307663,16
29,"male",12.01923084,12
30,"female",16.34615326,13
30,"female",14.86013985,16
29,"male",7.692307472,12
30,"female",33.65384674,18
29,"male",9.616346359,13
29,"male",15.38461494,12
29,"male",15,14
29,"male",18,12
30,"male",14.9572649,12
29,"male",9,12
29,"female",20,18
29,"male",14.18269253,12
29,"male",17.78846169,13
29,"male",12.39316273,12
30,"female",9.890110016,12
30,"female",26.34615326,16
29,"female",16.34615326,13
29,"female",13.5746603,18
30,"male",15.38461494,13
30,"male",18.26922989,13
29,"female",16.66666603,16
29,"male",10.76923084,12
29,"male",21.36752129,12
30,"female",12.01923084,13
30,"male",5.288461685,12
30,"male",11.53846169,14
29,"female",22.45986557,16
30,"female",15.38461494,12
30,"male",12.01923084,12
30,"male",13.94230747,12
29,"male",15.04653835,13
30,"male",14.60114002,12
30,"male",14.42307663,13
29,"female",5.769230843,13
30,"male",12.30769253,12
30,"female",16.34615326,13
30,"female",17.78846169,18
29,"male",25.96153831,16
30,"female",19.6581192,16
30,"female",18.49112511,16
29,"male",3.328402281,12
30,"male",3.328402281,12
29,"male",11.53846169,12
29,"male",12.23776245,12
30,"male",13.69047642,12
30,"female",21.36752129,14
30,"male",12.82051277,12
30,"male",28.84615326,16
30,"male",12.01923084,16
29,"female",11.66666698,16
29,"male",16.34615326,12
29,"male",24.72527504,16
30,"female",16.82692337,16
30,"male",27.88461494,12
29,"female",12.74038506,12
29,"male",7.692307472,12
29,"male",14.18269253,13
30,"female",6.730769157,12
29,"female",5.288461685,16
30,"male",15.86538506,12
30,"female",4.615384579,14
30,"female",8.012820244,18
30,"male",16.34615326,16
29,"female",9.230769157,12
29,"female",15.38461494,18
29,"female",15.38461494,16
30,"female",17.03296661,16
30,"male",16.34615326,12
30,"female",16.23931694,12
30,"male",18.26922989,13
29,"male",21.07988167,12
29,"male",9.615385056,12
30,"male",14.42307663,13
30,"female",10.41586494,13
30,"male",37.11538315,13
30,"female",14.42307663,12
29,"female",17.10526276,13
30,"male",36.05769348,13
30,"female",26.37362671,18
30,"female",11.53846169,12
30,"female",13.46153831,12
30,"female",8.653845787,13
29,"female",38.94230652,14
29,"male",11.53846169,12
30,"male",11.05769253,12
29,"male",8.07692337,16
30,"female",3.846153736,14
30,"female",15.86538506,13
29,"male",84.13461304,12
29,"female",21.97802162,16
30,"male",19.23077011,12
29,"female",15.86538506,16
30,"female",33.28402328,18
30,"female",10.52631569,13
30,"male",10.09615421,12
29,"male",9.348290443,13
30,"male",82.77591705,16
29,"male",9.065934181,13
29,"female",45.67307663,18
29,"female",15.38461494,12
30,"male",34.18803406,18
29,"male",10,12
30,"female",12.93269253,12
30,"male",26.44230843,12
30,"female",14.42307663,13
30,"female",19.23077011,13
30,"female",15.38461494,16
29,"male",28.84615326,12
30,"female",13.36682701,13
29,"female",24.03846169,16
29,"male",15.86538506,12
29,"male",21.63461494,14
29,"male",18.15476227,14
30,"male",11.44688606,12
29,"female",20.83333397,16
30,"male",21.36752129,14
30,"male",31.25,13
29,"female",24,16
29,"female",18.26922989,12
29,"male",12.01923084,12
30,"female",7.142857075,12
30,"male",9.615385056,13
29,"male",30.06410217,12
29,"male",15.38461494,14
29,"male",9.615385056,12
29,"male",8.153845787,12
30,"female",16.34615326,18
30,"female",12.82051277,13
29,"male",20.97902107,14
30,"male",97.5,16
29,"female",7.211538315,9
29,"male",35.16483688,12
29,"female",8.653845787,16
30,"male",19.23077011,12
30,"female",9.340659142,12
30,"male",16.34615326,16
30,"female",20.67307663,16
30,"female",11.21794891,16
29,"male",17.30769157,12
29,"female",23.07692337,12
30,"male",24.03846169,16
29,"male",36.05769348,12
29,"female",20.2429142,14
30,"male",14.42307663,13
30,"female",40.86538315,16
29,"male",11.53846169,16
30,"male",9.615385056,18
30,"male",7.843137264,12
29,"male",17.30769157,13
30,"male",8.741258621,12
30,"female",20.4959507,16
29,"male",15.38461494,18
30,"male",19.95192337,13
29,"male",12,13
30,"female",14.42307663,18
29,"male",11.53846169,13
30,"male",24.03846169,13
29,"male",8.17307663,6
30,"female",12.98076916,13
29,"male",25.84615326,12
29,"female",10.09615421,13
30,"male",47.00384521,12
30,"male",3.219696999,16
29,"male",19.23077011,12
30,"male",7.5,11
30,"male",7.5,8
30,"male",7.5,11
30,"male",50.96154022,16
29,"male",26.31579018,13
29,"female",24.03846169,18
29,"female",16,12
30,"female",32.69230652,16
30,"male",12.25490189,13
29,"male",12.82051277,11
30,"male",31.25,16
29,"male",31.25,14
30,"female",8.75,18
29,"male",16.875,13
29,"male",20.67307663,14
30,"female",13.46153831,16
30,"female",11.53048801,16
30,"female",16,12
30,"female",10.14957237,16
29,"male",12.01923084,12
30,"male",14.54402542,13
30,"male",15.38461494,18
30,"male",21.63461494,18
30,"male",9.615385056,12
30,"female",11,16
29,"male",14.7435894,16
29,"male",27.69230843,12
30,"female",21.15384674,16
30,"female",15.38461494,16
29,"female",8.547008514,13
30,"female",10.6275301,9
29,"male",8.241758347,6
30,"female",10.33653831,10
30,"male",9.568750381,9
29,"female",6.384615421,12
29,"male",12.01923084,14
29,"female",9.134614944,14
30,"female",14.42307663,18
29,"female",7.339743614,13
30,"male",9.114583015,12
29,"female",14.42307663,10
29,"male",19.23077011,11
29,"male",16.02564049,16
29,"male",12.5,12
30,"male",12,13
29,"male",15.70192337,11
30,"female",24.51826859,16
30,"male",7.692307472,6
29,"female",10.32451916,13
30,"male",9.829059601,16
29,"male",9.615385056,14
30,"male",5.769230843,12
30,"male",27.88461494,13
30,"female",14.42307663,12
30,"female",6.593406677,12
29,"female",27.77777863,14
29,"female",13.46153831,12
30,"female",22.30769157,12
30,"female",23.55769157,16
30,"female",13.46153831,6
29,"male",21.63461494,13
29,"male",29.80769157,16
30,"male",6.730769157,10
29,"female",9.615385056,10
29,"male",36.05769348,13
29,"male",23.07692337,16
29,"male",22.39583397,16
29,"male",17.30769157,14
29,"male",11.35135174,13
30,"male",25,12
29,"male",11.91489315,12
29,"female",11.01762867,13
30,"male",30.76922989,16
30,"male",10.2564106,9
29,"male",19.32692337,16
30,"male",10.8560791,12
29,"female",14.82371807,12
29,"female",15.38461494,12
30,"male",12.08791256,12
30,"male",12.01923084,8
30,"male",14.42307663,13
29,"female",12.5,14
29,"male",13.31360912,13
30,"female",8.461538315,11
30,"female",17.30769157,16
29,"female",11.05769253,12
30,"male",6.593406677,12
29,"female",19.23077011,18
29,"male",26.44230843,18
29,"female",9.230769157,16
29,"male",15.38461494,14
29,"male",12.82051277,14
29,"male",9.615385056,12
29,"male",13.94230747,13
30,"male",7.5,8
29,"male",6.25,13
30,"male",8.17307663,12
29,"female",17.52136803,16
29,"male",28.84615326,14
29,"male",20.19230843,13
29,"male",11.05769253,16
29,"male",7.692307472,12
30,"male",16.9871788,14
30,"male",10.23076916,13
29,"male",16.82692337,12
29,"male",12.5,12
30,"male",25.96153831,13
30,"female",6.730769157,6
29,"male",16.34615326,10
29,"male",19.23077011,18
29,"female",15.38461494,16
29,"female",18.62637329,14
29,"male",26.44230843,12
30,"female",12.5,13
29,"male",7.211538315,14
30,"female",7.211538315,13
30,"male",8.170513153,12
29,"female",14.42307663,16
29,"male",7.692307472,6
29,"male",8.653845787,6
29,"male",14.9572649,16
29,"female",19.23077011,16
30,"female",7.766272068,12
29,"female",6.868131638,12
30,"male",26.44230843,12
29,"male",19.23077011,16
30,"female",5.769230843,12
30,"male",7.211538315,12
30,"female",9.5,11
30,"male",16.82692337,12
30,"female",9.615385056,12
29,"male",27.0979023,16
29,"female",9.615385056,16
30,"female",7.211538315,12
29,"female",12.01923084,12
30,"male",13.19711494,6
29,"male",25,16
30,"female",14.90384579,12
29,"male",14.42307663,16
29,"male",20,12
29,"male",12.01923084,12
30,"female",9.935897827,12
30,"male",21.15384674,18
29,"female",18.26922989,12
30,"female",16.82692337,14
29,"male",38.46154022,16
29,"male",8.012820244,9
30,"female",10.76923084,12
30,"male",17.30769157,16
30,"female",11.53846169,13
30,"male",17.30769157,13
29,"female",10.33653831,12
30,"female",6.730769157,12
30,"male",21.36752129,18
30,"female",16.82692337,16
29,"male",5.982905865,9
29,"female",14.23076916,16
29,"male",9.615385056,12
30,"female",10.41666698,12
30,"male",15.38461494,12
29,"male",48.55769348,13
30,"female",26.44230843,18
29,"female",16.82692337,12
29,"female",17.62019157,16
30,"male",12.30769253,14
29,"male",16.82692337,16
30,"male",24.03846169,16
30,"female",14.10256386,16
29,"male",15.03496456,14
29,"male",21.63461494,12
29,"male",29.80769157,16
30,"female",9.134614944,14
29,"female",6.730769157,13
29,"female",4.120879173,16
29,"male",4.807692528,16
30,"male",13.89999962,12
30,"male",27.26202011,12
30,"female",36.05769348,16
29,"male",9.615385056,16
29,"male",7.211538315,12
30,"male",14.42307663,12
29,"male",15.1709404,13
30,"male",9.615385056,11
29,"male",12.30769253,16
30,"female",16.82692337,18
29,"female",9.134614944,11
29,"female",13.46153831,16
30,"male",19.23077011,16
29,"male",20.5128212,13
30,"female",8.17307663,14
30,"female",14.42307663,13
30,"male",11.80555534,12
29,"male",12.30769253,13
29,"male",6.25,12
30,"male",10.09615421,13
30,"female",15.76923084,18
30,"male",27.40384674,14
29,"male",13.46153831,11
30,"male",18.26922989,16
